key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
discord.bot-token,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,817,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; src/sentry/integrations/discord/client.py; src/sentry/integrations/discord/integration.py; tests/sentry/integrations/discord/test_client.py; tests/sentry/integrations/discord/test_integration.py
discord.client-secret,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,818,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; src/sentry/integrations/discord/client.py; src/sentry/integrations/discord/integration.py; tests/sentry/integrations/discord/test_integration.py
discord.debug-channel,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,821,,both,NEVER_DELETE,,,,src/sentry/runner/commands/notifications.py
discord.debug-server,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,820,,both,NEVER_DELETE,,,,src/sentry/runner/commands/notifications.py
discord.public-key,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,816,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; src/sentry/integrations/discord/integration.py; src/sentry/integrations/discord/requests/base.py; tests/sentry/integrations/discord/test_integration.py
dsym.cache-path,static/active,String,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""/tmp/sentry-dsym-cache""",src/sentry/options/defaults.py,125,,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; src/sentry/models/debugfile.py
dynamic-sampling.check_span_feature_flag,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE | FLAG_MODIFIABLE_RATE,False,src/sentry/options/defaults.py,2121,,both,NEVER_DELETE,,,,src/sentry/core/endpoints/organization_details.py; src/sentry/dynamic_sampling/per_org/configuration.py; src/sentry/dynamic_sampling/tasks/boost_low_volume_projects.py; tests/sentry/dynamic_sampling/per_org/test_configuration.py; tests/sentry/dynamic_sampling/tasks/test_boost_low_volume_projects.py; tests/sentry/dynamic_sampling/tasks/test_tasks.py
dynamic-sampling.config.killswitch,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2075,,both,NEVER_DELETE,,,,src/sentry/relay/config/__init__.py
dynamic-sampling.measure.spans,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2128,,both,NEVER_DELETE,,,,src/sentry/core/endpoints/organization_details.py; src/sentry/dynamic_sampling/per_org/configuration.py; src/sentry/dynamic_sampling/tasks/boost_low_volume_projects.py; tests/sentry/dynamic_sampling/per_org/test_configuration.py; tests/sentry/dynamic_sampling/tasks/test_boost_low_volume_projects.py; tests/sentry/dynamic_sampling/tasks/test_tasks.py
dynamic-sampling.per_org.killswitch,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2079,,string,NEVER_DELETE,,,,src/sentry/dynamic_sampling/per_org/gate.py; tests/sentry/dynamic_sampling/per_org/test_scheduler.py; tests/sentry/dynamic_sampling/per_org/test_telemetry.py
dynamic-sampling.per_org.metrics-sample-rate,static/active,Float,FLAG_MODIFIABLE_RATE | FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,2100,,string,NEVER_DELETE,,,,src/sentry/dynamic_sampling/per_org/gate.py; tests/sentry/dynamic_sampling/per_org/test_telemetry.py
dynamic-sampling.per_org.rollout-rate,static/active,Float,FLAG_MODIFIABLE_RATE | FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2089,,string,NEVER_DELETE,,,,src/sentry/dynamic_sampling/per_org/gate.py; tests/sentry/dynamic_sampling/per_org/test_scheduler.py; tests/sentry/dynamic_sampling/per_org/test_telemetry.py
dynamic-sampling.prioritise_transactions.num_explicit_large_transactions,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,2060,,both,NEVER_DELETE,,,,src/sentry/dynamic_sampling/tasks/boost_low_volume_transactions.py; tests/sentry/dynamic_sampling/tasks/test_tasks.py
dynamic-sampling.prioritise_transactions.num_explicit_small_transactions,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,2066,,both,NEVER_DELETE,,,,src/sentry/dynamic_sampling/tasks/boost_low_volume_transactions.py; tests/sentry/dynamic_sampling/tasks/test_tasks.py
dynamic-sampling.prioritise_transactions.rebalance_intensity,static/active,inferred,FLAG_MODIFIABLE_RATE | FLAG_AUTOMATOR_MODIFIABLE,0.8,src/sentry/options/defaults.py,2112,,both,NEVER_DELETE,,,,src/sentry/dynamic_sampling/per_org/calculations.py; src/sentry/dynamic_sampling/tasks/boost_low_volume_transactions.py; tests/sentry/dynamic_sampling/tasks/test_tasks.py
dynamic-sampling:sliding_window.size,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,24,src/sentry/options/defaults.py,2058,,both,NEVER_DELETE,,,,src/sentry/dynamic_sampling/tasks/helpers/sliding_window.py
eap-migration.alerts-transactions-rollback.queries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,705,,both,NEVER_DELETE,,,,getsentry/jobs/alerts_transaction_rollback_migration.py; tests/jobs/test_alerts_transaction_rollback_migration.py
eap-migration.alerts-transactions-rollforward.queries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,710,,both,NEVER_DELETE,,,,getsentry/jobs/alerts_transaction_rollforward_migration.py; tests/jobs/test_alerts_transaction_rollforward_migration.py
eap-migration.alerts-transactions.queries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,700,,both,NEVER_DELETE,,,,getsentry/jobs/alerts_transaction_migration.py; tests/jobs/test_alerts_transaction_migration.py
eap-migration.dashboard-comparison.enable,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,getsentry/models/__init__.py,682,,both,NEVER_DELETE,,,,getsentry/jobs/compare_dashboards_tables.py; tests/jobs/test_compare_dashboards_tables.py
eap-migration.dashboard-comparison.projects,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,670,,both,NEVER_DELETE,,,,getsentry/jobs/compare_dashboards_tables.py; tests/jobs/test_compare_dashboards_tables.py
eap-migration.dashboard-comparison.widget-queries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,676,,both,NEVER_DELETE,,,,getsentry/jobs/compare_dashboards_tables.py; tests/jobs/test_compare_dashboards_tables.py
eap-migration.dashboards-transactions.dashboards,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,733,,both,NEVER_DELETE,,,,getsentry/jobs/dashboards_restore_transaction_widgets.py
eap-migration.dashboards-transactions.organizations,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,727,,both,NEVER_DELETE,,,,getsentry/jobs/dashboards_restore_transaction_widgets.py; getsentry/jobs/dashboards_transactions_rerun_migration.py; tests/jobs/test_dashboards_transactions_rerun_migration.py
eap-migration.discover-transactions.enable,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,getsentry/models/__init__.py,721,,string,NEVER_DELETE,,,,tests/jobs/test_discover_transactions_migration.py
eap-migration.discover-transactions.organizations,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,694,,both,NEVER_DELETE,,,,getsentry/jobs/discover_transactions_migration.py; tests/jobs/test_discover_transactions_migration.py
eap-migration.discover-transactions.projects,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,688,,both,NEVER_DELETE,,,,getsentry/jobs/discover_transactions_migration.py; tests/jobs/test_discover_transactions_migration.py
eap-migration.discover-transactions.queries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,715,,both,NEVER_DELETE,,,,getsentry/jobs/discover_transactions_migration.py; tests/jobs/test_discover_transactions_migration.py
embeddings-grouping.seer.delete-record-batch-size,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,100,src/sentry/options/defaults.py,1159,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/delete_seer_grouping_records.py; tests/sentry/tasks/seer/test_delete_seer_grouping_records.py
eventstore.adjacent_event_ids_use_snql,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3327,,both,NEVER_DELETE,,,,src/sentry/issues/endpoints/project_event_details.py
eventstream.eap.deletion-enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3569,,both,NEVER_DELETE,,,,src/sentry/deletions/tasks/nodestore.py; tests/sentry/eventstream/test_eap.py
eventstream.eap_forwarding_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3547,,string,NEVER_DELETE,,,,src/sentry/eventstream/snuba.py; src/sentry/testutils/cases.py; tests/sentry/eventstream/test_eventstream.py
eventstream:kafka-headers,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,1348,,both,NEVER_DELETE,,,,src/sentry/eventstream/kafka/backend.py
explore.trace-items.keys.max,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1000,src/sentry/options/defaults.py,2034,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_trace_item_attributes.py; src/sentry/api/endpoints/organization_trace_item_attributes_ranked.py; src/sentry/api/endpoints/organization_trace_item_stats.py; tests/snuba/api/endpoints/test_organization_trace_item_attributes.py; tests/snuba/api/endpoints/test_organization_trace_item_stats.py
explore.trace-items.values.max,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,1000,src/sentry/options/defaults.py,2040,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_trace_item_attributes.py; tests/snuba/api/endpoints/test_organization_trace_item_attributes.py
explorer.context_engine_indexing.enable,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,1064,,both,NEVER_DELETE,,,,src/sentry/tasks/seer/context_engine_index.py; tests/sentry/seer/agent/test_agent_client.py; tests/sentry/seer/agent/test_service_map_utils.py; tests/sentry/tasks/seer/test_context_engine_index.py
explorer.service_map.max_edges,static/active,Int,FLAG_AUTOMATOR_MODIFIABLE,5000,src/sentry/options/defaults.py,1070,,both,NEVER_DELETE,,,,src/sentry/seer/agent/service_map_utils.py; tests/sentry/seer/agent/test_service_map_utils.py
explorer.service_map.max_segments,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,500,src/sentry/options/defaults.py,1076,,both,NEVER_DELETE,,,,src/sentry/seer/agent/service_map_utils.py
explorer.service_map.parent_span_batch_size,static/active,Int,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,500,src/sentry/options/defaults.py,1082,,both,NEVER_DELETE,,,,src/sentry/seer/agent/service_map_utils.py
features.error.capture_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.1,src/sentry/options/defaults.py,2159,,string,NEVER_DELETE,,,,tests/sentry/features/test_manager.py
feedback.filter_garbage_messages,static/active,Bool,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3026,,both,NEVER_DELETE,,,,src/sentry/feedback/usecases/ingest/userreport.py; tests/sentry/feedback/usecases/ingest/test_userreport.py
feedback.message.max-size,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,4096,src/sentry/options/defaults.py,553,,both,NEVER_DELETE,,,,src/sentry/feedback/usecases/ingest/create_feedback.py; src/sentry/models/userreport.py; tests/sentry/feedback/usecases/ingest/test_create_feedback.py
feedback.organizations.slug-denylist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,547,,both,NEVER_DELETE,,,,src/sentry/feedback/lib/utils.py; tests/sentry/feedback/lib/test_feedback_utils.py
filestore-timeout-seconds,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5,getsentry/models/__init__.py,352,,both,NEVER_DELETE,,,,getsentry/filestore.py
filestore.backend,static/active,inferred,FLAG_NOSTORE,"""filesystem""",src/sentry/options/defaults.py,357,,string,NEVER_DELETE,,,,CHANGES; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py; tests/getsentry/policy/api/test_policy_index.py; tests/getsentry/policy/api/test_policy_revision_details.py; tests/getsentry/policy/api/test_policy_revisions.py; tests/sentry/integrations/api/endpoints/test_doc_integration_avatar.py; tests/sentry/runner/test_initializer.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_app_avatar.py; tests/sentry/users/api/endpoints/test_user_avatar.py; tests/sentry/users/models/test_user_avatar.py
filestore.control.backend,static/active,inferred,FLAG_NOSTORE,"""""",src/sentry/options/defaults.py,373,,both,NEVER_DELETE,,,,getsentry/conf/settings/controlsilo.py; src/sentry/models/files/control_fileblob.py; src/sentry/testutils/pytest/sentry.py; tests/getsentry/policy/api/test_policy_index.py; tests/getsentry/policy/api/test_policy_revision_details.py; tests/getsentry/policy/api/test_policy_revisions.py; tests/sentry/integrations/api/endpoints/test_doc_integration_avatar.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_app_avatar.py; tests/sentry/users/api/endpoints/test_user_avatar.py; tests/sentry/users/models/test_user_avatar.py
filestore.control.options,static/active,inferred,FLAG_NOSTORE,{},src/sentry/options/defaults.py,374,,both,NEVER_DELETE,,,,getsentry/conf/settings/controlsilo.py; src/sentry/models/files/control_fileblob.py; src/sentry/testutils/pytest/sentry.py; tests/getsentry/policy/api/test_policy_index.py; tests/getsentry/policy/api/test_policy_revision_details.py; tests/getsentry/policy/api/test_policy_revisions.py; tests/sentry/integrations/api/endpoints/test_doc_integration_avatar.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_app_avatar.py; tests/sentry/users/api/endpoints/test_user_avatar.py; tests/sentry/users/models/test_user_avatar.py
filestore.migration.rollout,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,getsentry/models/__init__.py,358,,both,NEVER_DELETE,,,,getsentry/filestore_selector.py
filestore.options,static/active,inferred,FLAG_NOSTORE,"{""location"": ""/tmp/sentry-files""}",src/sentry/options/defaults.py,358,,string,NEVER_DELETE,,,,CHANGES; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/singletenant.py; self-hosted/config.yml; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py; tests/getsentry/policy/api/test_policy_index.py; tests/getsentry/policy/api/test_policy_revision_details.py; tests/getsentry/policy/api/test_policy_revisions.py; tests/sentry/integrations/api/endpoints/test_doc_integration_avatar.py; tests/sentry/runner/test_initializer.py; tests/sentry/sentry_apps/api/endpoints/test_sentry_app_avatar.py; tests/sentry/users/api/endpoints/test_user_avatar.py; tests/sentry/users/models/test_user_avatar.py
filestore.profiles-backend,static/active,inferred,FLAG_NOSTORE,"""filesystem""",src/sentry/options/defaults.py,365,,string,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py
filestore.profiles-options,static/active,inferred,FLAG_NOSTORE,"{""location"": ""/tmp/sentry-profiles""",src/sentry/options/defaults.py,366,,string,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/singletenant.py; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py
filestore.relocation-backend,static/active,inferred,FLAG_NOSTORE,"""filesystem""",src/sentry/options/defaults.py,359,,string,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py; tests/sentry/runner/test_initializer.py
filestore.relocation-options,static/active,inferred,FLAG_NOSTORE,"{""location"": ""/tmp/sentry-relocation-files""}",src/sentry/options/defaults.py,360,,string,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; src/sentry/data/config/config.yml.default; src/sentry/models/files/utils.py; src/sentry/runner/initializer.py; tests/sentry/runner/test_initializer.py
flagpole.allowed_features,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,"[""*""]",getsentry/models/__init__.py,582,,both,NEVER_DELETE,,,,getsentry/features.py; getsentry/management/commands/scan_flags.py; tests/getsentry/management/commands/test_scan_flags.py; tests/getsentry/test_features.py
flagpole.log_features,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,568,,both,NEVER_DELETE,,,,getsentry/features.py
flagpole.missing_features_logging_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.1,getsentry/models/__init__.py,573,,string,NEVER_DELETE,,,,getsentry/features.py
flags:options-audit-log-is-enabled,static/active,Bool,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,465,,both,NEVER_DELETE,,,,src/sentry/runner/commands/presenters/audit_log_presenter.py; tests/sentry/flags/test_audit_log_presenter.py
flags:options-audit-log-organization-id,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,None,src/sentry/options/defaults.py,471,,both,NEVER_DELETE,,,,src/sentry/runner/commands/presenters/audit_log_presenter.py; tests/sentry/flags/test_audit_log_presenter.py
flyio.api-secret,static/active,inferred,FLAG_NOSTORE | FLAG_CREDENTIAL,,getsentry/models/__init__.py,90,,string,NEVER_DELETE,credential_flag,,,conftest.py; getsentry/conf/settings/defaults.py; getsentry/web/channel_provisioning/fly_configs.py
