key,category,type,flags,default,source,lineno,django_setting,found_by,safe_to_delete,hints,has_db_value,has_disk_value,usages
github-app.id,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,694,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; getsentry/jobs/backfill_github_external_actor.py; getsentry/web/identity.py; src/sentry/integrations/github/integration.py; src/sentry/integrations/github/utils.py; src/sentry/integrations/github/webhook.py; tests/sentry/integrations/github/test_webhook.py
github-app.name,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,695,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/github/integration.py; src/sentry/testutils/pytest/sentry.py
github-app.private-key,static/active,inferred,FLAG_CREDENTIAL,"""""",src/sentry/options/defaults.py,697,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/github/utils.py
github-app.rate-limit-sensitive-orgs,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,700,,both,NEVER_DELETE,,,,src/sentry/integrations/github/utils.py; tests/sentry/integrations/github/test_utils.py
github-app.webhook-secret,static/active,inferred,FLAG_CREDENTIAL,"""""",src/sentry/options/defaults.py,696,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/conf/settings/singletenant.py; src/sentry/integrations/github/webhook.py; src/sentry/testutils/helpers/github.py; tests/sentry/api/endpoints/test_system_options.py; tests/sentry/integrations/github/test_installation.py; tests/sentry/integrations/github/test_webhook.py
github-console-sdk-app.client-id,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,728,,string,NEVER_DELETE,,,,src/sentry/testutils/pytest/sentry.py
github-console-sdk-app.client-secret,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,729,,string,NEVER_DELETE,credential_flag,,,src/sentry/testutils/pytest/sentry.py
github-console-sdk-app.id,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,725,,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/utils/console_sdk_github_client.py; src/sentry/testutils/pytest/sentry.py
github-console-sdk-app.installation-id,static/active,inferred,FLAG_CREDENTIAL,"""""",src/sentry/options/defaults.py,726,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/utils/console_sdk_github_client.py; src/sentry/testutils/pytest/sentry.py
github-console-sdk-app.private-key,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,,src/sentry/options/defaults.py,727,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/utils/console_sdk_github_client.py; src/sentry/testutils/pytest/sentry.py
github-enterprise-app.allowed-hosts-legacy-webhooks,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,732,,both,NEVER_DELETE,,,,src/sentry/integrations/github_enterprise/webhook.py; tests/sentry/integrations/github_enterprise/test_webhooks.py
github-login.api-domain,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""api.github.com""",src/sentry/options/defaults.py,761,GITHUB_API_DOMAIN,string,NEVER_DELETE,,,,src/sentry/runner/initializer.py
github-login.base-domain,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""github.com""",src/sentry/options/defaults.py,756,GITHUB_BASE_DOMAIN,string,NEVER_DELETE,,,,src/sentry/runner/initializer.py
github-login.client-id,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,"""""",src/sentry/options/defaults.py,740,GITHUB_APP_ID,both,NEVER_DELETE,,,,getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; src/sentry/runner/initializer.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/github.py
github-login.client-secret,static/active,inferred,FLAG_CREDENTIAL | FLAG_PRIORITIZE_DISK,"""""",src/sentry/options/defaults.py,745,GITHUB_API_SECRET,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; src/sentry/runner/initializer.py; src/sentry/testutils/pytest/sentry.py; src/sentry/utils/github.py; tests/sentry/api/endpoints/test_system_options.py
github-login.extended-permissions,static/active,Sequence,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,766,GITHUB_EXTENDED_PERMISSIONS,string,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; src/sentry/runner/initializer.py
github-login.organization,static/active,inferred,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,,src/sentry/options/defaults.py,772,GITHUB_ORGANIZATION,string,NEVER_DELETE,,,,src/sentry/runner/initializer.py
github-login.require-verified-email,static/active,Bool,FLAG_PRIORITIZE_DISK | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,750,GITHUB_REQUIRE_VERIFIED_EMAIL,string,NEVER_DELETE,,,,src/sentry/runner/initializer.py
github-secret-scanning.enable-signature-verification,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,getsentry/models/__init__.py,608,,both,NEVER_DELETE,,,,getsentry/web/github/secret_scanning.py; tests/getsentry/web/github/test_secret_scanning.py
github.client-id,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,76,,both,NEVER_DELETE,,,,conftest.py; getsentry/conf/settings/cellsilo.py; getsentry/conf/settings/controlsilo.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/tasks/github_marketplace.py; getsentry/utils/github.py; getsentry/web/github/oauth.py
github.client-secret,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,77,,both,NEVER_DELETE,,,,conftest.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/tasks/github_marketplace.py; getsentry/utils/github.py; getsentry/web/github/oauth.py
github.webhook-secret,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,78,,both,NEVER_DELETE,,,,conftest.py; getsentry/conf/settings/defaults.py; getsentry/conf/settings/dev.py; getsentry/web/github/webhook_handler.py; tests/getsentry/web/github/test_webhook_handler.py; tests/getsentry/web/github/webhooks/test_plan_changed.py
github.webhook.mailbox-bucketing.enabled,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,712,,both,NEVER_DELETE,,,,src/sentry/middleware/integrations/parsers/github.py; tests/sentry/middleware/integrations/parsers/test_github.py
grouping.config_transition.config_upgrade_sample_rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,2811,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/config.py; tests/sentry/grouping/test_config.py
grouping.config_transition.metrics_sample_rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,2802,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/config.py; src/sentry/grouping/ingest/metrics.py
grouping.experimental_parameterization,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,3472,,string,NEVER_DELETE,,,,src/sentry/grouping/context.py
grouping.grouphash_metadata.ingestion_writes_enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3154,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/hashing.py; tests/sentry/event_manager/grouping/test_grouphash_metadata.py
grouping.merge.remove_stuck_group_redirects,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,getsentry/models/__init__.py,757,,both,NEVER_DELETE,,,,getsentry/jobs/fix_bad_group_merge.py
grouping.merge.stuck_group_ids,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,751,,both,NEVER_DELETE,,,,getsentry/jobs/fix_bad_group_merge.py
grouping.use_ingest_grouphash_caching,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,2823,,both,NEVER_DELETE,,,,src/sentry/grouping/ingest/caching.py; src/sentry/grouping/ingest/hashing.py; src/sentry/models/grouphash.py; tests/sentry/event_manager/test_event_manager_grouping.py; tests/sentry/models/test_grouphash.py
groups.enable-post-update-signal,static/active,inferred,FLAG_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2791,,both,NEVER_DELETE,,,,src/sentry/api/helpers/group_index/update.py; src/sentry/event_manager.py; src/sentry/issues/escalating/escalating.py; src/sentry/issues/ongoing.py; src/sentry/issues/status_change.py; src/sentry/models/activity.py; src/sentry/models/group.py; tests/sentry/db/models/manager/test_base_query_set.py; tests/sentry/issues/test_attributes.py
hybrid_cloud.audit_log_event_id_invalid_pass_list,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2149,,string,NEVER_DELETE,,,,src/sentry/audit_log/services/log/impl.py; tests/sentry/audit_log/services/test_log.py
hybrid_cloud.authentication.disabled_organization_shards,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/hybridcloud/options.py,165,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/models/outbox.py; tests/sentry/hybridcloud/models/test_outbox.py; tests/sentry/integrations/github/test_webhook.py
hybrid_cloud.authentication.disabled_user_shards,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/hybridcloud/options.py,172,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/models/outbox.py; tests/sentry/hybridcloud/models/test_outbox.py; tests/sentry/integrations/github/test_webhook.py
hybrid_cloud.authentication.use_api_key_replica,static/candidate,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/hybridcloud/options.py,109,,none,SAFE_CANDIDATE,all_peers_used,,,
hybrid_cloud.disable_relative_upload_urls,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2137,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/chunk.py; tests/sentry/api/endpoints/test_chunk_upload.py
hybrid_cloud.disable_tombstone_cleanup,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2142,,both,NEVER_DELETE,,,,src/sentry/deletions/tasks/hybrid_cloud.py
hybrid_cloud.rpc.disabled-service-methods,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2200,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/rpc/service.py; tests/sentry/hybridcloud/test_rpc.py
hybridcloud.apigateway.use_pooling.rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2175,,string,NEVER_DELETE,,,,src/sentry/hybridcloud/apigateway/proxy.py; tests/sentry/hybridcloud/apigateway/test_proxy.py
hybridcloud.integrationproxy.retries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5,src/sentry/options/defaults.py,2164,,both,NEVER_DELETE,,,,src/sentry/shared_integrations/client/proxy.py
hybridcloud.regionsiloclient.retries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5,src/sentry/options/defaults.py,2162,,both,NEVER_DELETE,,,,src/sentry/silo/client.py
hybridcloud.rpc.method_retry_overrides,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,2165,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/rpc/service.py; tests/sentry/hybridcloud/test_rpc.py
hybridcloud.rpc.method_timeout_overrides,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,{},src/sentry/options/defaults.py,2170,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/rpc/service.py; tests/getsentry/billing/services/subscription/test_stripe_projects_rpc_timeouts.py; tests/sentry/hybridcloud/test_rpc.py
hybridcloud.rpc.retries,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,5,src/sentry/options/defaults.py,2163,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/rpc/service.py; tests/sentry/hybridcloud/test_rpc.py
hybridcloud.webhookpayload.push_drain_trigger,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,2188,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/tasks/deliver_webhooks.py; tests/sentry/hybridcloud/tasks/test_deliver_webhooks.py
hybridcloud.webhookpayload.skip_on_failure_providers,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"[""github""]",src/sentry/options/defaults.py,2193,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/tasks/deliver_webhooks.py
hybridcloud.webhookpayload.worker_threads,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,4,src/sentry/options/defaults.py,2183,,both,NEVER_DELETE,,,,src/sentry/hybridcloud/tasks/deliver_webhooks.py; tests/sentry/hybridcloud/tasks/test_deliver_webhooks.py
inc-984.end,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""2024-12-12""",getsentry/models/__init__.py,639,,both,NEVER_DELETE,,,,getsentry/jobs/scrub_nodestore_transaction_user_ip.py; tests/jobs/test_scrub_nodestore_transaction_user_ip.py
inc-984.parallel.nodestore.read,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,8,getsentry/models/__init__.py,645,,both,NEVER_DELETE,,,,getsentry/utils/deletion_scripts/scrub_nodestore.py
inc-984.parallel.nodestore.threads,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1,getsentry/models/__init__.py,651,,both,NEVER_DELETE,,,,getsentry/utils/deletion_scripts/scrub_nodestore.py
inc-984.projects,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,627,,both,NEVER_DELETE,,,,bin/deletion_scripts/scrub-nodestore-transaction-user-ip; getsentry/jobs/scrub_nodestore_transaction_user_ip.py; tests/jobs/test_scrub_nodestore_transaction_user_ip.py
inc-984.snuba.batches,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1,getsentry/models/__init__.py,657,,both,NEVER_DELETE,,,,getsentry/utils/deletion_scripts/scrub_nodestore.py; tests/getsentry/utils/deletion_scripts/test_scrub_nodestore.py
inc-984.start,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,"""2024-10-16""",getsentry/models/__init__.py,633,,both,NEVER_DELETE,,,,getsentry/jobs/scrub_nodestore_transaction_user_ip.py; tests/jobs/test_scrub_nodestore_transaction_user_ip.py
indexed-spans-extraction-enabled,static/active,inferred,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,getsentry/models/__init__.py,318,,string,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
indexed-spans-extraction-orgs-denylist,static/active,Sequence,FLAG_AUTOMATOR_MODIFIABLE,[],getsentry/models/__init__.py,324,,string,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
insights-query-date-range-limit.enable,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,getsentry/models/__init__.py,345,,string,NEVER_DELETE,,,,getsentry/features.py; tests/getsentry/test_features.py
insights.span-samples-query.sample-rate,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2015,,both,NEVER_DELETE,,,,src/sentry/api/endpoints/organization_events_meta.py
integrations.backfill_github_external_actor.gh_api_fetch_interval_s,static/active,Float,FLAG_AUTOMATOR_MODIFIABLE,0.1,src/sentry/options/defaults.py,717,,both,NEVER_DELETE,,,,getsentry/jobs/backfill_github_external_actor.py
integrations.slo.integration-id-tag-enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3709,,both,NEVER_DELETE,,,,src/sentry/integrations/utils/metrics.py
intercom.app-id,static/active,inferred,FLAG_NOSTORE,,getsentry/models/__init__.py,99,,both,NEVER_DELETE,,,,getsentry/conf/settings/defaults.py; getsentry/web/client_config.py
intercom.sentry-api-secret,static/active,inferred,FLAG_NOSTORE | FLAG_CREDENTIAL,"""""",src/sentry/options/defaults.py,846,,both,NEVER_DELETE,credential_flag,,,getsentry/conf/settings/defaults.py; src/sentry/api/endpoints/organization_intercom_jwt.py; tests/sentry/api/endpoints/test_organization_intercom_jwt.py
issue-detection.llm-detection.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3554,,both,NEVER_DELETE,,,,getsentry/tasks/llm_issue_detection.py
issue-detection.llm-detection.traces-per-invocation,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,"{""team"": 1",src/sentry/options/defaults.py,3561,,both,NEVER_DELETE,,,,src/sentry/tasks/llm_issue_detection/detection.py; tests/sentry/tasks/test_llm_issue_detection.py
issue-detection.web-vitals-detection.enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3642,,both,NEVER_DELETE,,,,src/sentry/tasks/web_vitals_issue_detection.py; tests/sentry/tasks/test_web_vitals_issue_detection.py
issue-detection.web-vitals-detection.projects-allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3650,,string,NEVER_DELETE,,,,tests/sentry/tasks/test_web_vitals_issue_detection.py
issues.client_error_sampling.project_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,3464,,both,NEVER_DELETE,,,,src/sentry/api/helpers/error_upsampling.py; src/sentry/event_manager.py; tests/sentry/event_manager/test_event_manager.py; tests/sentry/snuba/test_entity_subscriptions.py; tests/sentry/workflow_engine/handlers/condition/test_event_frequency_query_handlers.py; tests/snuba/api/endpoints/test_organization_events.py; tests/snuba/api/endpoints/test_organization_group_index_stats.py; tests/snuba/rules/conditions/test_event_frequency.py; tests/snuba/tagstore/test_tagstore_backend.py
issues.group_events.batch_nodestore_enabled,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,1003,,both,NEVER_DELETE,,,,src/sentry/api/serializers/models/event.py
issues.occurrence-consumer.rate-limit.enabled,static/active,Bool,FLAG_AUTOMATOR_MODIFIABLE,False,src/sentry/options/defaults.py,3321,,both,NEVER_DELETE,,,,src/sentry/issues/occurrence_consumer.py; tests/sentry/issues/test_occurrence_consumer.py
issues.occurrence-consumer.rate-limit.quota,static/active,Dict,FLAG_AUTOMATOR_MODIFIABLE,"{""window_seconds"": 3600",src/sentry/options/defaults.py,3314,,both,NEVER_DELETE,,,,src/sentry/issues/occurrence_consumer.py; tests/sentry/issues/test_occurrence_consumer.py
issues.record-seer-actions-as-activities,static/active,Bool,FLAG_MODIFIABLE_BOOL | FLAG_AUTOMATOR_MODIFIABLE,True,src/sentry/options/defaults.py,3727,,both,NEVER_DELETE,,,,src/sentry/seer/entrypoints/operator.py; tests/sentry/seer/entrypoints/test_operator.py
issues.sdk_crash_detection.cocoa.project_id,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,4505469596663808,src/sentry/options/defaults.py,2494,,string,NEVER_DELETE,,,,src/sentry/utils/sdk_crashes/README.rst; tests/sentry/tasks/test_post_process.py; tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_react_native.py
issues.sdk_crash_detection.cocoa.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,1.0,src/sentry/options/defaults.py,2500,,string,NEVER_DELETE,,,,src/sentry/utils/sdk_crashes/README.rst; tests/sentry/tasks/test_post_process.py; tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_react_native.py
issues.sdk_crash_detection.dart.organization_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2575,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dart.py
issues.sdk_crash_detection.dart.project_id,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2568,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dart.py
issues.sdk_crash_detection.dart.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2582,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dart.py
issues.sdk_crash_detection.dotnet.organization_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2595,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dotnet.py
issues.sdk_crash_detection.dotnet.project_id,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2588,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dotnet.py
issues.sdk_crash_detection.dotnet.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2602,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_dotnet.py
issues.sdk_crash_detection.java.organization_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2535,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_java.py
issues.sdk_crash_detection.java.project_id,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2527,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_java.py
issues.sdk_crash_detection.java.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2542,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_java.py
issues.sdk_crash_detection.native.organization_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2555,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_native.py
issues.sdk_crash_detection.native.project_id,static/active,Int,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0,src/sentry/options/defaults.py,2548,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_native.py
issues.sdk_crash_detection.native.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2562,,string,NEVER_DELETE,,,,tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_native.py
issues.sdk_crash_detection.react-native.organization_allowlist,static/active,Sequence,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,[],src/sentry/options/defaults.py,2514,,string,NEVER_DELETE,,,,tests/sentry/tasks/test_post_process.py; tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_react_native.py
issues.sdk_crash_detection.react-native.project_id,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,4506155486085120,src/sentry/options/defaults.py,2507,,string,NEVER_DELETE,,,,tests/sentry/tasks/test_post_process.py; tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_react_native.py
issues.sdk_crash_detection.react-native.sample_rate,static/active,inferred,FLAG_AUTOMATOR_MODIFIABLE,0.0,src/sentry/options/defaults.py,2521,,string,NEVER_DELETE,,,,tests/sentry/tasks/test_post_process.py; tests/sentry/utils/sdk_crashes/test_build_sdk_crash_detection_configs.py; tests/sentry/utils/sdk_crashes/test_event_stripper.py; tests/sentry/utils/sdk_crashes/test_sdk_crash_detection_react_native.py
issues.severity.seer-circuit-breaker-passthrough-limit,static/active,Dict,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"{""limit"": 1",src/sentry/options/defaults.py,986,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
issues.severity.seer-global-rate-limit,static/active,Any,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"{""limit"": 20",src/sentry/options/defaults.py,979,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
issues.severity.seer-project-rate-limit,static/active,Any,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,"{""limit"": 5",src/sentry/options/defaults.py,972,,both,NEVER_DELETE,,,,src/sentry/event_manager.py
issues.severity.seer-timeout,static/active,Float,FLAG_ALLOW_EMPTY | FLAG_AUTOMATOR_MODIFIABLE,0.2,src/sentry/options/defaults.py,993,,both,NEVER_DELETE,,,,src/sentry/event_manager.py; tests/sentry/event_manager/test_severity.py
